household_id,geo_unit,original_pattern,actual_composition,household_size,num_kids,num_young_adults,num_adults,num_old_adults,residents
642,E00013473,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_524(age=6,sex=female); Person_4634(age=33,sex=male)"
643,E00013473,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_872(age=10,sex=female); Person_6163(age=46,sex=male)"
644,E00013473,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1298(age=14,sex=female); Person_43(age=0,sex=male); Person_5955(age=45,sex=female); Person_780(age=9,sex=female)"
645,E00013473,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1092(age=11,sex=male); Person_224(age=2,sex=male); Person_6531(age=51,sex=female); Person_1564(age=17,sex=female); Person_1565(age=17,sex=female)"
646,E00013473,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1429(age=15,sex=male); Person_742(age=8,sex=male); Person_6910(age=55,sex=female); Person_830(age=9,sex=male)"
647,E00013473,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_187(age=2,sex=female); Person_1382(age=15,sex=female); Person_7135(age=56,sex=male); Person_1510(age=16,sex=male); Person_296(age=3,sex=male)"
648,E00013473,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_432(age=5,sex=female); Person_1258(age=13,sex=female); Person_5107(age=36,sex=male)"
649,E00013473,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_989(age=11,sex=female); Person_1431(age=15,sex=male); Person_6161(age=46,sex=male); Person_246(age=3,sex=female)"
650,E00013473,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1471(age=16,sex=female); Person_1432(age=15,sex=male); Person_5299(age=38,sex=female); Person_702(age=8,sex=female)"
651,E00013473,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1558(age=17,sex=female); Person_829(age=9,sex=male); Person_6719(age=52,sex=female)"
652,E00013473,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_464(age=5,sex=male); Person_831(age=9,sex=male); Person_3968(age=30,sex=female); Person_986(age=11,sex=female); Person_1326(age=14,sex=male)"
653,E00013473,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1566(age=17,sex=female); Person_1562(age=17,sex=female); Person_7252(age=57,sex=male); Person_1091(age=11,sex=male); Person_1172(age=12,sex=female)"
654,E00013473,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_186(age=2,sex=female); Person_183(age=2,sex=female); Person_5696(age=41,sex=male); Person_1613(age=17,sex=male); Person_1615(age=17,sex=male)"
655,E00013475,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1173(age=12,sex=female); Person_5110(age=36,sex=male)"
656,E00013475,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1617(age=17,sex=male); Person_6534(age=51,sex=female)"
657,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1569(age=17,sex=female); Person_6649(age=51,sex=male)"
658,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_531(age=6,sex=female); Person_6165(age=46,sex=male)"
659,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_833(age=9,sex=male); Person_4971(age=36,sex=female)"
660,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_993(age=11,sex=female); Person_6067(age=46,sex=female)"
661,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_191(age=2,sex=female); Person_4977(age=36,sex=female)"
662,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_189(age=2,sex=female); Person_5821(age=42,sex=male)"
663,E00013477,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_193(age=2,sex=female); Person_3586(age=27,sex=male)"
664,E00013477,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_782(age=9,sex=female); Person_528(age=6,sex=female); Person_4180(age=31,sex=female)"
665,E00013477,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1225(age=12,sex=male); Person_639(age=7,sex=male); Person_5986(age=45,sex=male); Person_108(age=1,sex=male)"
666,E00013477,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1514(age=16,sex=male); Person_638(age=7,sex=male); Person_6803(age=53,sex=female); Person_18(age=0,sex=female); Person_637(age=7,sex=male)"
667,E00013477,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1174(age=12,sex=female); Person_1568(age=17,sex=female); Person_7347(age=59,sex=male)"
668,E00013477,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_992(age=11,sex=female); Person_1224(age=12,sex=male); Person_5820(age=42,sex=male); Person_1100(age=11,sex=male); Person_704(age=8,sex=female)"
669,E00013477,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_107(age=1,sex=male); Person_47(age=0,sex=male); Person_4594(age=33,sex=female); Person_1618(age=17,sex=male); Person_1175(age=12,sex=female)"
670,E00013477,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_190(age=2,sex=female); Person_1098(age=11,sex=male); Person_5444(age=40,sex=female); Person_585(age=7,sex=female)"
671,E00013477,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1515(age=16,sex=male); Person_744(age=8,sex=male); Person_6952(age=55,sex=male); Person_529(age=6,sex=female); Person_1099(age=11,sex=male)"
672,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_437(age=5,sex=female); Person_4051(age=30,sex=male)"
673,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_112(age=1,sex=male); Person_5586(age=41,sex=female)"
674,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_533(age=6,sex=female); Person_5119(age=36,sex=male)"
675,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1571(age=17,sex=female); Person_6282(age=47,sex=male)"
676,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_705(age=8,sex=female); Person_4539(age=32,sex=male)"
677,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1517(age=16,sex=male); Person_5589(age=41,sex=female)"
678,E00013478,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_835(age=9,sex=male); Person_6241(age=47,sex=female)"
679,E00013478,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_113(age=1,sex=male); Person_1516(age=16,sex=male); Person_6880(age=54,sex=male)"
680,E00013478,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_436(age=5,sex=female); Person_194(age=2,sex=female); Person_6283(age=47,sex=male)"
681,E00013478,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_996(age=11,sex=female); Person_1621(age=17,sex=male); Person_5910(age=44,sex=female)"
682,E00013478,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1570(age=17,sex=female); Person_1388(age=15,sex=female); Person_6071(age=46,sex=female)"
683,E00013480,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_199(age=2,sex=female); Person_4749(age=34,sex=male)"
684,E00013480,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_836(age=9,sex=male); Person_5492(age=40,sex=male)"
685,E00013480,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_642(age=7,sex=male); Person_1389(age=15,sex=female); Person_5448(age=40,sex=female); Person_466(age=5,sex=male)"
686,E00013481,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1300(age=14,sex=female); Person_4466(age=32,sex=female)"
687,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_709(age=8,sex=female); Person_353(age=4,sex=female); Person_6832(age=53,sex=male)"
688,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_587(age=7,sex=female); Person_1574(age=17,sex=female); Person_5825(age=42,sex=male)"
689,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1229(age=12,sex=male); Person_1575(age=17,sex=female); Person_7051(age=56,sex=female)"
690,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_356(age=4,sex=female); Person_441(age=5,sex=female); Person_3209(age=26,sex=female)"
691,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_876(age=10,sex=female); Person_1391(age=15,sex=female); Person_6550(age=51,sex=female)"
692,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1576(age=17,sex=female); Person_399(age=4,sex=male); Person_6419(age=50,sex=female)"
693,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1003(age=11,sex=female); Person_51(age=0,sex=male); Person_5989(age=45,sex=male)"
694,E00013481,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_400(age=4,sex=male); Person_541(age=6,sex=female); Person_5305(age=38,sex=female)"
695,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_209(age=2,sex=female); Person_4818(age=35,sex=female)"
696,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_549(age=6,sex=female); Person_2984(age=25,sex=female)"
697,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_358(age=4,sex=female); Person_3990(age=30,sex=female)"
698,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1301(age=14,sex=female); Person_5914(age=44,sex=female)"
699,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1577(age=17,sex=female); Person_5273(age=37,sex=male)"
700,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_550(age=6,sex=female); Person_5451(age=40,sex=female)"
701,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_226(age=2,sex=male); Person_4371(age=31,sex=male)"
702,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_789(age=9,sex=female); Person_4549(age=32,sex=male)"
703,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_713(age=8,sex=female); Person_3751(age=28,sex=male)"
704,E00013482,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_206(age=2,sex=female); Person_4373(age=31,sex=male)"
705,E00013482,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1113(age=11,sex=male); Person_359(age=4,sex=female); Person_7154(age=56,sex=male)"
706,E00013482,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1331(age=14,sex=male); Person_52(age=0,sex=male); Person_5718(age=41,sex=male)"
707,E00013482,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1117(age=11,sex=male); Person_127(age=1,sex=male); Person_6247(age=47,sex=female)"
708,E00013482,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_712(age=8,sex=female); Person_548(age=6,sex=female); Person_6377(age=49,sex=male)"
709,E00013482,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_360(age=4,sex=female); Person_838(age=9,sex=male); Person_6421(age=50,sex=female); Person_652(age=7,sex=male); Person_749(age=8,sex=male)"
710,E00013482,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_254(age=3,sex=female); Person_308(age=3,sex=male); Person_4473(age=32,sex=female); Person_1118(age=11,sex=male); Person_403(age=4,sex=male)"
711,E00013482,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1436(age=15,sex=male); Person_442(age=5,sex=female); Person_5884(age=43,sex=male)"
712,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_790(age=9,sex=female); Person_6834(age=53,sex=male)"
713,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1302(age=14,sex=female); Person_3993(age=30,sex=female)"
714,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1519(age=16,sex=male); Person_7157(age=56,sex=male)"
715,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1438(age=15,sex=male); Person_4646(age=33,sex=male)"
716,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1579(age=17,sex=female); Person_5722(age=41,sex=male)"
717,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_843(age=9,sex=male); Person_5141(age=36,sex=male)"
718,E00013483,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_553(age=6,sex=female); Person_5610(age=41,sex=female)"
719,E00013483,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1182(age=12,sex=female); Person_362(age=4,sex=female); Person_5782(age=42,sex=female)"
720,E00013483,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_654(age=7,sex=male); Person_404(age=4,sex=male); Person_4701(age=34,sex=female)"
721,E00013483,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_842(age=9,sex=male); Person_1482(age=16,sex=female); Person_5276(age=37,sex=male)"
722,E00013483,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1120(age=11,sex=male); Person_552(age=6,sex=female); Person_4212(age=31,sex=female)"
723,E00013483,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1626(age=17,sex=male); Person_361(age=4,sex=female); Person_5992(age=45,sex=male); Person_257(age=3,sex=female); Person_445(age=5,sex=female)"
724,E00013483,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1010(age=11,sex=female); Person_750(age=8,sex=male); Person_5368(age=39,sex=female)"
725,E00013485,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_313(age=3,sex=male); Person_4555(age=32,sex=male)"
726,E00013485,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_752(age=8,sex=male); Person_6672(age=51,sex=male)"
727,E00013485,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_55(age=0,sex=male); Person_5009(age=36,sex=female)"
728,E00013485,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1303(age=14,sex=female); Person_1125(age=11,sex=male); Person_4702(age=34,sex=female)"
729,E00013485,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1522(age=16,sex=male); Person_259(age=3,sex=female); Person_6671(age=51,sex=male)"
730,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_846(age=9,sex=male); Person_4562(age=32,sex=male)"
731,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_556(age=6,sex=female); Person_4558(age=32,sex=male)"
732,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_213(age=2,sex=female); Person_3393(age=26,sex=male)"
733,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_446(age=5,sex=female); Person_5831(age=42,sex=male)"
734,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_315(age=3,sex=male); Person_5784(age=42,sex=female)"
735,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_367(age=4,sex=female); Person_4825(age=35,sex=female)"
736,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_28(age=0,sex=female); Person_3998(age=30,sex=female)"
737,E00013502,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_558(age=6,sex=female); Person_3235(age=26,sex=female)"
738,E00013502,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1018(age=11,sex=female); Person_847(age=9,sex=male); Person_5886(age=43,sex=male)"
739,E00013502,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_657(age=7,sex=male); Person_29(age=0,sex=female); Person_4224(age=31,sex=female)"
740,E00013502,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_314(age=3,sex=male); Person_1397(age=15,sex=female); Person_5016(age=36,sex=female)"
741,E00013502,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_26(age=0,sex=female); Person_56(age=0,sex=male); Person_4826(age=35,sex=female); Person_227(age=2,sex=male); Person_471(age=5,sex=male)"
742,E00013502,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_754(age=8,sex=male); Person_716(age=8,sex=female); Person_4391(age=31,sex=male)"
743,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1279(age=13,sex=male); Person_6254(age=47,sex=female)"
744,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_218(age=2,sex=female); Person_5311(age=38,sex=female)"
745,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1628(age=17,sex=male); Person_7227(age=57,sex=female)"
746,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_660(age=7,sex=male); Person_5460(age=40,sex=female)"
747,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1487(age=16,sex=female); Person_6678(age=51,sex=male)"
748,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1584(age=17,sex=female); Person_6326(age=48,sex=male)"
749,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1239(age=12,sex=male); Person_6198(age=46,sex=male)"
750,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1241(age=12,sex=male); Person_6927(age=55,sex=female)"
751,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_919(age=10,sex=male); Person_5373(age=39,sex=female)"
752,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_917(age=10,sex=male); Person_5734(age=41,sex=male)"
753,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_407(age=4,sex=male); Person_4707(age=34,sex=female)"
754,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_588(age=7,sex=female); Person_5019(age=36,sex=female)"
755,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1131(age=11,sex=male); Person_6383(age=49,sex=male)"
756,E00013503,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1441(age=15,sex=male); Person_6307(age=48,sex=female)"
757,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_755(age=8,sex=male); Person_1585(age=17,sex=female); Person_5922(age=44,sex=female)"
758,E00013503,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1278(age=13,sex=male); Person_1022(age=11,sex=female); Person_6679(age=51,sex=male); Person_1334(age=14,sex=male)"
759,E00013503,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_1025(age=11,sex=female); Person_449(age=5,sex=female); Person_6460(age=50,sex=male); Person_448(age=5,sex=female)"
760,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_564(age=6,sex=female); Person_663(age=7,sex=male); Person_4002(age=30,sex=female)"
761,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1132(age=11,sex=male); Person_1335(age=14,sex=male); Person_7074(age=56,sex=female)"
762,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_368(age=4,sex=female); Person_1400(age=15,sex=female); Person_6815(age=53,sex=female)"
763,E00013503,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_1238(age=12,sex=male); Person_561(age=6,sex=female); Person_7073(age=56,sex=female); Person_136(age=1,sex=male); Person_58(age=0,sex=male)"
764,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1135(age=11,sex=male); Person_662(age=7,sex=male); Person_6355(age=49,sex=female)"
765,E00013503,>=2 >=0 1 0,"Kids: 4, Young Adults: 0, Adults: 1, Old Adults: 0",5,4,0,1,0,"Person_792(age=9,sex=female); Person_1523(age=16,sex=male); Person_5626(age=41,sex=female); Person_1027(age=11,sex=female); Person_565(age=6,sex=female)"
766,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1398(age=15,sex=female); Person_1440(age=15,sex=male); Person_7284(age=58,sex=female)"
767,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1023(age=11,sex=female); Person_408(age=4,sex=male); Person_4609(age=33,sex=female)"
768,E00013503,>=2 >=0 1 0,"Kids: 2, Young Adults: 0, Adults: 1, Old Adults: 0",3,2,0,1,0,"Person_1134(age=11,sex=male); Person_563(age=6,sex=female); Person_4399(age=31,sex=male)"
769,E00013503,>=2 >=0 1 0,"Kids: 3, Young Adults: 0, Adults: 1, Old Adults: 0",4,3,0,1,0,"Person_589(age=7,sex=female); Person_135(age=1,sex=male); Person_4827(age=35,sex=female); Person_1242(age=12,sex=male)"
770,E00174805,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1525(age=16,sex=male); Person_5932(age=44,sex=male)"
771,E00174805,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_219(age=2,sex=female); Person_3622(age=27,sex=male)"
772,E00174805,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1443(age=15,sex=male); Person_5628(age=41,sex=female)"
773,E00174805,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_1243(age=12,sex=male); Person_5737(age=41,sex=male)"
774,E00174805,1 >=0 1 0,"Kids: 1, Young Adults: 0, Adults: 1, Old Adults: 0",2,1,0,1,0,"Person_138(age=1,sex=male); Person_4238(age=31,sex=female)"
