person_id,person_sex,person_age,residence_type,residence_original_pattern,residence_geo_unit,venue_name,venue_type,employee_count,industry_code,sizeband
20449,male,27,household,0 >=0 >=0 >=0,E00171869,comp_14417,company,4,Other,0-4
20450,male,27,household,0 >=0 >=0 >=0,E00171869,comp_14484,company,4,G,0-4
20451,male,27,household,0 >=0 >=0 >=0,E00171869,comp_14172,company,19,M,10-19
20454,male,27,household,0 0 2 0,E00183224,comp_14445,company,4,D,0-4
20456,male,27,household,0 0 2 0,E00183230,comp_10970,company,4,C,0-4
20458,male,27,household,0 0 1 0,E00183240,comp_14434,company,4,C,0-4
20461,male,27,household,0 0 2 0,E00183254,comp_14376,company,204,Q,50-294
20462,male,27,household,0 0 2 0,E00183254,comp_14377,company,203,Q,50-294
20463,male,27,household,0 0 2 0,E00183254,comp_14376,company,204,Q,50-294
20464,male,27,household,0 0 2 0,E00183254,comp_14376,company,204,Q,50-294
20465,male,27,household,1 >=0 2 0,E00183254,comp_14080,company,4,I,0-4
20467,male,27,household,0 0 2 0,E00183264,comp_14533,company,5,I,5-9
20468,male,27,household,0 0 2 0,E00183264,comp_14365,company,89,P,50-294
20469,male,27,household,0 0 1 0,E00183264,comp_14403,company,144,Other,50-294
20473,male,27,household,>=2 >=0 2 0,E00183278,comp_14140,company,17,A,10-19
20474,male,27,household,>=2 >=0 2 0,E00183281,comp_14421,company,4,B,0-4
20475,male,27,household,0 0 2 0,E00183281,comp_14468,company,130,F,50-294
20478,male,27,household,0 0 2 0,E00183289,comp_10591,company,49,J,20-49
20483,male,27,household,0 0 2 0,E00183289,comp_14468,company,130,F,50-294
20486,male,27,household,0 >=0 >=0 >=0,E00183295,comp_14166,company,19,M,10-19
20488,male,27,household,1 >=0 2 0,E00183308,comp_14267,company,4,O,0-4
20489,male,27,household,0 0 1 0,E00183314,comp_14393,company,5,Q,5-9
20492,male,27,household,0 0 1 0,E00183315,comp_14364,company,999,P,250+
20493,female,28,household,0 0 1 0,E00062058,comp_10853,company,317,P,250+
20494,female,28,household,0 0 1 0,E00062058,comp_10558,company,385,P,250+
20495,female,28,household,0 0 2 0,E00062059,comp_10959,company,391,C,250+
20496,female,28,household,0 0 1 0,E00062061,comp_10700,company,4,N,0-4
20497,female,28,household,0 0 2 0,E00062061,comp_10580,company,341,F,250+
20498,female,28,household,0 0 1 0,E00062066,comp_11065,company,4,G,0-4
20499,female,28,household,0 0 1 0,E00062067,comp_14521,company,10,I,10-19
20500,female,28,household,0 0 2 0,E00062068,comp_11179,company,4,I,0-4
20501,female,28,household,0 0 1 0,E00062069,comp_11076,company,4,G,0-4
20502,female,28,household,0 0 1 0,E00062069,comp_10581,company,338,G,250+
20503,female,28,household,0 0 1 0,E00062069,comp_11106,company,320,H,250+
20504,female,28,household,>=2 >=0 2 0,E00062070,comp_11009,company,283,F,250+
20505,female,28,household,0 0 2 0,E00062070,comp_10970,company,4,C,0-4
20506,female,28,household,>=2 >=0 2 0,E00062070,comp_10846,company,4,O,0-4
20507,female,28,household,0 0 2 0,E00062309,comp_10558,company,385,P,250+
20508,female,28,household,0 0 2 0,E00062310,comp_14167,company,19,M,10-19
20510,female,28,household,1 >=0 >=0 >=0,E00062311,comp_10841,company,4,O,0-4
20511,female,28,household,1 >=0 2 0,E00062311,comp_10581,company,338,G,250+
20512,female,28,household,>=2 >=0 2 0,E00062312,comp_10853,company,317,P,250+
20513,female,28,household,0 0 1 0,E00062312,comp_10948,company,4,Other,0-4
20514,female,28,household,>=2 >=0 2 0,E00062313,comp_10959,company,391,C,250+
20515,female,28,household,0 0 1 0,E00062313,comp_10853,company,317,P,250+
20516,female,28,household,0 0 2 0,E00062314,comp_10615,company,33,K,20-49
20517,female,28,household,0 0 1 0,E00062314,comp_10573,company,444,C,250+
20518,female,28,household,1 >=0 1 0,E00062315,comp_13886,company,4,K,0-4
20519,female,28,household,0 0 1 0,E00062315,comp_11166,company,4,I,0-4
20520,female,28,household,0 >=0 >=0 >=0,E00062315,comp_11009,company,283,F,250+
20521,female,28,household,0 0 2 0,E00062316,comp_10878,company,10,Q,10-19
20522,female,28,household,0 0 1 0,E00062316,comp_11120,company,4,I,0-4
20523,female,28,household,1 >=0 1 0,E00062317,comp_10867,company,20,Q,20-49
20524,female,28,household,0 0 1 0,E00062317,comp_10891,company,10,Q,10-19
20525,female,28,household,0 0 1 0,E00062318,comp_10555,company,253,N,250+
20526,female,28,household,0 0 1 0,E00062318,comp_10590,company,49,J,20-49
20527,female,28,household,0 0 2 0,E00062318,comp_10558,company,385,P,250+
20528,female,28,household,0 0 1 0,E00062319,comp_10558,company,385,P,250+
20529,female,28,household,0 0 1 0,E00062319,comp_10959,company,391,C,250+
20530,female,28,household,0 0 2 0,E00062320,comp_11009,company,283,F,250+
20532,female,28,household,>=2 >=0 1 0,E00062321,comp_11009,company,283,F,250+
20533,female,28,household,1 >=0 2 0,E00062321,comp_10558,company,385,P,250+
20534,female,28,household,0 0 2 0,E00062322,comp_11062,company,4,G,0-4
20535,female,28,household,0 0 1 0,E00062322,comp_14163,company,49,M,20-49
20536,female,28,household,0 0 1 0,E00062322,comp_14232,company,4,N,0-4
20537,female,28,household,0 0 2 0,E00062323,comp_10723,company,4,N,0-4
20538,female,28,household,0 0 2 0,E00062323,comp_10915,company,4,Other,0-4
20539,female,28,household,>=2 >=0 2 0,E00062324,comp_11152,company,4,I,0-4
20540,female,28,household,1 >=0 1 0,E00062324,comp_10853,company,317,P,250+
20541,female,28,household,1 >=0 1 0,E00062358,comp_14154,company,105,K,50-294
20542,female,28,household,0 0 1 0,E00062358,comp_11009,company,283,F,250+
20543,female,28,household,0 0 2 0,E00062358,comp_10853,company,317,P,250+
20544,female,28,household,1 >=0 1 0,E00062359,comp_10580,company,341,F,250+
20545,female,28,household,0 0 1 0,E00062359,comp_10698,company,4,N,0-4
20546,female,28,household,0 0 2 0,E00062360,comp_10558,company,385,P,250+
20548,female,28,household,0 0 1 0,E00062363,comp_10885,company,10,Q,10-19
20550,female,28,household,0 0 1 0,E00062364,comp_11010,company,10,F,10-19
20551,female,28,household,1 >=0 1 0,E00062364,comp_10552,company,203,M,50-294
20552,female,28,household,0 0 1 0,E00062365,comp_10581,company,338,G,250+
20553,female,28,household,0 0 1 0,E00062365,comp_10936,company,4,Other,0-4
20554,female,28,household,0 >=0 >=0 >=0,E00062365,comp_10558,company,385,P,250+
20555,female,28,household,0 0 2 0,E00062365,comp_14364,company,999,P,250+
20556,female,28,household,0 0 2 0,E00062366,comp_10548,company,236,J,50-294
20557,female,28,household,0 0 1 0,E00062366,comp_10885,company,10,Q,10-19
20558,female,28,household,0 0 2 0,E00062367,comp_10552,company,203,M,50-294
20559,female,28,household,0 0 1 0,E00062367,comp_11149,company,4,I,0-4
20560,female,28,household,1 >=0 1 0,E00062368,comp_10931,company,4,Other,0-4
20561,female,28,household,>=2 >=0 2 0,E00062368,comp_10581,company,338,G,250+
20562,female,28,household,0 0 2 0,E00062369,comp_10853,company,317,P,250+
20563,female,28,household,0 0 1 0,E00062369,comp_10979,company,10,D,10-19
20564,female,28,household,1 >=0 2 0,E00062370,comp_10573,company,444,C,250+
20565,female,28,household,0 0 2 0,E00062371,comp_11181,company,4,I,0-4
20568,female,28,household,0 0 2 0,E00062373,comp_10959,company,391,C,250+
20570,female,28,household,0 0 1 0,E00062375,comp_10593,company,9,J,5-9
20571,female,28,household,0 0 2 0,E00062375,comp_10879,company,10,Q,10-19
20572,female,28,household,0 0 1 0,E00062376,comp_10853,company,317,P,250+
20573,female,28,household,1 >=0 1 0,E00062376,comp_10680,company,4,M,0-4
20574,female,28,household,0 0 1 0,E00062377,comp_10563,company,10,Q,10-19
20575,female,28,household,0 0 2 0,E00062377,comp_10547,company,8,A,5-9
20576,female,28,household,0 0 2 0,E00062378,comp_11184,company,4,I,0-4
20577,female,28,household,1 >=0 1 0,E00062378,comp_10860,company,148,Q,50-294
20579,female,28,household,0 0 2 0,E00104960,comp_14128,company,4,I,0-4
20580,female,28,household,0 0 1 0,E00104961,comp_14521,company,10,I,10-19
20581,female,28,household,0 0 2 0,E00104961,comp_13957,company,200,P,50-294
20582,female,28,household,0 0 2 0,E00104961,comp_14376,company,204,Q,50-294
20583,female,28,household,0 0 2 0,E00104962,comp_13924,company,4,N,0-4
20584,female,28,household,1 >=0 1 0,E00104962,comp_14201,company,4,N,0-4
20585,female,28,household,0 0 1 0,E00104963,comp_14377,company,203,Q,50-294
20588,female,28,household,0 0 2 0,E00104966,comp_14154,company,105,K,50-294
20589,female,28,household,0 0 2 0,E00105048,comp_13916,company,4,M,0-4
20590,female,28,household,1 >=0 2 0,E00105049,comp_13962,company,20,P,20-49
20593,female,28,household,0 0 2 0,E00105051,comp_14364,company,999,P,250+
20594,female,28,household,0 0 2 0,E00105053,comp_14491,company,4,G,0-4
20595,female,28,household,0 0 1 0,E00105054,comp_14156,company,75,L,50-294
20596,female,28,household,0 0 2 0,E00105054,comp_14101,company,4,I,0-4
20597,female,28,household,0 0 1 0,E00105054,comp_14142,company,117,J,50-294
20601,female,28,household,0 0 1 0,E00105059,comp_14144,company,10,J,10-19
20602,female,28,household,1 >=0 2 0,E00105077,comp_14383,company,10,Q,10-19
20603,female,28,household,0 0 2 0,E00105077,comp_13990,company,4,Q,0-4
20605,female,28,household,0 0 1 0,E00105079,comp_13883,company,4,K,0-4
20606,female,28,household,0 0 1 0,E00105079,comp_14378,company,20,Q,20-49
20607,female,28,household,0 0 1 0,E00105079,comp_14216,company,4,N,0-4
20611,female,28,household,1 >=0 2 0,E00105101,comp_14508,company,4,G,0-4
20613,female,28,household,1 >=0 1 0,E00105104,comp_13955,company,4,O,0-4
20614,female,28,household,0 0 2 0,E00105106,comp_14396,company,5,Q,5-9
20615,female,28,household,0 0 2 0,E00105106,comp_14518,company,36,I,20-49
20616,female,28,household,0 0 2 0,E00105106,comp_14376,company,204,Q,50-294
20617,female,28,household,0 0 1 0,E00105107,comp_13960,company,20,P,20-49
20618,female,28,household,0 0 2 0,E00105109,comp_14021,company,4,Other,0-4
20624,female,28,household,>=2 >=0 2 0,E00105184,comp_14261,company,4,O,0-4
20625,female,28,household,0 0 1 0,E00105184,comp_14412,company,5,Other,5-9
20626,female,28,household,0 0 1 0,E00105184,comp_13940,company,4,O,0-4
20627,female,28,household,0 0 1 0,E00105186,comp_14209,company,4,N,0-4
20628,female,28,household,0 0 1 0,E00105186,comp_13945,company,4,O,0-4
20629,female,28,household,0 0 2 0,E00171797,comp_13958,company,200,P,50-294
20630,female,28,household,0 >=0 >=0 >=0,E00171799,comp_14065,company,4,G,0-4
20631,female,28,household,0 0 1 0,E00171828,comp_14054,company,81,F,50-294
20632,female,28,household,0 0 1 0,E00171828,comp_10858,company,4,P,0-4
20633,female,28,household,0 0 1 0,E00171828,comp_14032,company,4,Other,0-4
20634,female,28,household,0 0 1 0,E00171834,comp_14055,company,3,F,0-4
20638,female,28,household,0 0 2 0,E00171870,comp_13897,company,19,M,10-19
20640,female,28,household,1 >=0 2 0,E00171953,comp_14366,company,89,P,50-294
20641,female,28,household,0 0 2 0,E00183224,comp_14364,company,999,P,250+
20642,female,28,household,0 0 2 0,E00183228,comp_14044,company,4,C,0-4
20643,female,28,household,0 0 1 0,E00183228,comp_14531,company,5,I,5-9
20645,female,28,household,0 0 1 0,E00183245,comp_14163,company,49,M,20-49
20647,female,28,household,1 >=0 1 0,E00183247,comp_10959,company,391,C,250+
20648,female,28,household,0 0 1 0,E00183254,comp_14365,company,89,P,50-294
20649,female,28,household,0 0 2 0,E00183254,comp_14403,company,144,Other,50-294
20650,female,28,household,0 0 1 0,E00183254,comp_13942,company,4,O,0-4
20651,female,28,household,1 >=0 2 0,E00183254,comp_11125,company,4,I,0-4
20652,female,28,household,0 0 2 0,E00183254,comp_14117,company,4,I,0-4
20655,female,28,household,0 0 1 0,E00183264,comp_14375,company,204,Q,50-294
20658,female,28,household,1 >=0 2 0,E00183273,comp_14377,company,203,Q,50-294
20661,female,28,household,0 0 1 0,E00183278,comp_14142,company,117,J,50-294
20662,female,28,household,0 0 2 0,E00183281,comp_14377,company,203,Q,50-294
20664,female,28,household,0 >=0 >=0 >=0,E00183281,comp_14089,company,4,I,0-4
20665,female,28,household,1 >=0 2 0,E00183289,comp_14233,company,4,N,0-4
20666,female,28,household,0 0 2 0,E00183289,comp_14042,company,52,C,50-294
20667,female,28,household,0 0 1 0,E00183289,comp_14163,company,49,M,20-49
20672,female,28,household,0 0 1 0,E00183295,comp_13898,company,19,M,10-19
20675,female,28,household,0 0 1 0,E00183314,comp_14365,company,89,P,50-294
20677,male,28,household,0 0 1 0,E00062058,comp_10583,company,350,H,250+
20679,male,28,household,>=2 >=0 2 0,E00062058,comp_14183,company,4,M,0-4
20680,male,28,household,0 0 1 0,E00062059,comp_10825,company,4,O,0-4
20681,male,28,household,0 0 2 0,E00062061,comp_10551,company,42,L,20-49
20682,male,28,household,0 0 1 0,E00062061,comp_10558,company,385,P,250+
20683,male,28,household,0 0 1 0,E00062066,comp_10806,company,4,O,0-4
20684,male,28,household,>=2 >=0 1 0,E00062067,comp_11028,company,4,G,0-4
20685,male,28,household,0 0 1 0,E00062067,comp_10567,company,173,Other,50-294
20686,male,28,household,1 >=0 2 0,E00062068,comp_10581,company,338,G,250+
20687,male,28,household,0 0 1 0,E00062068,comp_10581,company,338,G,250+
20688,male,28,household,0 0 2 0,E00062069,comp_10959,company,391,C,250+
20689,male,28,household,0 0 2 0,E00062069,comp_10849,company,4,O,0-4
20690,male,28,household,0 0 1 0,E00062070,comp_10859,company,148,Q,50-294
20691,male,28,household,0 0 2 0,E00062070,comp_10993,company,258,E,250+
20692,male,28,household,0 0 1 0,E00062070,comp_10853,company,317,P,250+
20693,male,28,household,0 0 1 0,E00062070,comp_10959,company,391,C,250+
20695,male,28,household,0 0 1 0,E00062309,comp_11090,company,4,G,0-4
20696,male,28,household,>=2 >=0 1 0,E00062309,comp_11123,company,4,I,0-4
20697,male,28,household,0 >=0 >=0 >=0,E00062310,comp_10573,company,444,C,250+
20698,male,28,household,0 >=0 >=0 >=0,E00062310,comp_10550,company,173,K,50-294
20699,male,28,household,0 0 2 0,E00062311,comp_10945,company,4,Other,0-4
20700,male,28,household,>=2 >=0 2 0,E00062311,comp_11071,company,4,G,0-4
20701,male,28,household,0 0 1 0,E00062312,comp_10583,company,350,H,250+
20702,male,28,household,0 0 1 0,E00062312,comp_10959,company,391,C,250+
20703,male,28,household,0 0 1 0,E00062312,comp_10753,company,4,N,0-4
20704,male,28,household,0 0 1 0,E00062313,comp_10958,company,7,B,5-9
20705,male,28,household,0 0 1 0,E00062313,comp_14173,company,9,M,5-9
20706,male,28,household,0 0 2 0,E00062314,comp_10552,company,203,M,50-294
20707,male,28,household,>=2 >=0 2 0,E00062314,comp_11009,company,283,F,250+
20708,male,28,household,0 >=0 >=0 >=0,E00062315,comp_10558,company,385,P,250+
20709,male,28,household,0 0 1 0,E00062315,comp_10581,company,338,G,250+
20710,male,28,household,1 >=0 2 0,E00062315,comp_10959,company,391,C,250+
20711,male,28,household,0 0 1 0,E00062316,comp_11106,company,320,H,250+
20712,male,28,household,0 0 2 0,E00062317,comp_14403,company,144,Other,50-294
20713,male,28,household,0 0 2 0,E00062318,comp_11217,company,4,I,0-4
20714,male,28,household,0 0 2 0,E00062318,comp_10959,company,391,C,250+
20715,male,28,household,0 0 1 0,E00062319,comp_10899,company,5,Q,5-9
20716,male,28,household,0 0 1 0,E00062319,comp_10959,company,391,C,250+
20717,male,28,household,0 0 1 0,E00062320,comp_10920,company,4,Other,0-4
20718,male,28,household,1 >=0 2 0,E00062321,comp_10814,company,4,O,0-4
20719,male,28,household,0 0 1 0,E00062321,comp_10573,company,444,C,250+
20720,male,28,household,>=2 >=0 2 0,E00062322,comp_10580,company,341,F,250+
20721,male,28,household,0 0 1 0,E00062322,comp_10897,company,5,Q,5-9
20722,male,28,household,1 >=0 2 0,E00062322,comp_10882,company,10,Q,10-19
20724,male,28,household,>=2 >=0 2 0,E00062323,comp_14364,company,999,P,250+
20725,male,28,household,>=2 >=0 1 0,E00062324,comp_10558,company,385,P,250+
20726,male,28,household,1 >=0 2 0,E00062324,comp_10893,company,5,Q,5-9
20728,male,28,household,0 0 1 0,E00062358,comp_10565,company,10,Q,10-19
20729,male,28,household,0 0 2 0,E00062359,comp_10573,company,444,C,250+
20730,male,28,household,1 >=0 2 0,E00062359,comp_11041,company,4,G,0-4
20731,male,28,household,0 0 2 0,E00062359,comp_14403,company,144,Other,50-294
20732,male,28,household,0 0 1 0,E00062360,comp_10962,company,5,C,5-9
20733,male,28,household,0 0 1 0,E00062360,comp_10854,company,20,P,20-49
20734,male,28,household,0 0 2 0,E00062361,comp_11202,company,4,I,0-4
20735,male,28,household,0 0 2 0,E00062361,comp_11106,company,320,H,250+
20736,male,28,household,0 0 2 0,E00062362,comp_10788,company,4,O,0-4
20737,male,28,household,0 0 1 0,E00062363,comp_10552,company,203,M,50-294
20738,male,28,household,0 0 2 0,E00062363,comp_11164,company,4,I,0-4
20739,male,28,household,0 0 1 0,E00062364,comp_14366,company,89,P,50-294
20740,male,28,household,0 0 1 0,E00062365,comp_10721,company,4,N,0-4
20741,male,28,household,0 0 2 0,E00062365,comp_10613,company,34,K,20-49
20742,male,28,household,0 0 1 0,E00062366,comp_10861,company,148,Q,50-294
20743,male,28,household,0 0 1 0,E00062367,comp_11131,company,4,I,0-4
20744,male,28,household,>=2 >=0 2 0,E00062367,comp_10596,company,4,J,0-4
20745,male,28,household,>=2 >=0 2 0,E00062368,comp_10859,company,148,Q,50-294
20746,male,28,household,>=2 >=0 2 0,E00062368,comp_10918,company,4,Other,0-4
20747,male,28,household,0 0 2 0,E00062369,comp_10959,company,391,C,250+
20748,male,28,household,>=2 >=0 2 0,E00062370,comp_10649,company,4,M,0-4
20749,male,28,household,0 0 1 0,E00062371,comp_10689,company,4,M,0-4
20750,male,28,household,0 0 2 0,E00062371,comp_10892,company,10,Q,10-19
20752,male,28,household,0 >=1 1 0,E00062373,comp_10573,company,444,C,250+
20753,male,28,household,0 0 2 0,E00062374,comp_10860,company,148,Q,50-294
20754,male,28,household,0 0 1 0,E00062375,comp_10974,company,10,D,10-19
20755,male,28,household,0 0 1 0,E00062375,comp_10585,company,406,I,250+
20757,male,28,household,0 0 2 0,E00062376,comp_10860,company,148,Q,50-294
20758,male,28,household,0 0 2 0,E00062377,comp_10573,company,444,C,250+
20759,male,28,household,0 >=0 >=0 >=0,E00062378,comp_11204,company,4,I,0-4
20760,male,28,household,0 >=0 >=0 >=0,E00062378,comp_10580,company,341,F,250+
20761,male,28,household,1 >=0 2 0,E00104960,comp_14022,company,4,Other,0-4
20764,male,28,household,0 0 1 0,E00104961,comp_14359,company,4,O,0-4
20765,male,28,household,0 0 1 0,E00104961,comp_14189,company,4,M,0-4
20769,male,28,household,0 0 1 0,E00104963,comp_13957,company,200,P,50-294
20770,male,28,household,0 0 1 0,E00104963,comp_14426,company,95,C,50-294
20773,male,28,household,0 0 2 0,E00105051,comp_14156,company,75,L,50-294
20774,male,28,household,0 0 2 0,E00105053,comp_14325,company,4,O,0-4
20776,male,28,household,0 0 1 0,E00105061,comp_14376,company,204,Q,50-294
20777,male,28,household,0 0 2 0,E00105077,comp_14175,company,9,M,5-9
20784,male,28,household,0 0 2 0,E00105101,comp_14376,company,204,Q,50-294
20785,male,28,household,0 0 2 0,E00105102,comp_14468,company,130,F,50-294
20786,male,28,household,0 0 2 0,E00105104,comp_13979,company,4,Q,0-4
20788,male,28,household,1 >=0 2 0,E00105109,comp_14375,company,204,Q,50-294
20790,male,28,household,>=2 >=0 2 0,E00105183,comp_10873,company,20,Q,20-49
20791,male,28,household,0 0 2 0,E00105183,comp_14350,company,4,O,0-4
20792,male,28,household,0 0 1 0,E00105184,comp_14164,company,49,M,20-49
20794,male,28,household,0 0 1 0,E00105186,comp_13936,company,4,O,0-4
20795,male,28,household,0 0 2 0,E00171797,comp_14349,company,4,O,0-4
20797,male,28,household,0 0 2 0,E00171834,comp_14122,company,4,I,0-4
20799,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14375,company,204,Q,50-294
20801,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14468,company,130,F,50-294
20802,male,28,household,0 >=0 >=0 >=0,E00171869,comp_13959,company,199,P,50-294
20803,male,28,household,0 >=0 >=0 >=0,E00171869,comp_13962,company,20,P,20-49
20804,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14142,company,117,J,50-294
20806,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14403,company,144,Other,50-294
20807,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14469,company,5,F,5-9
20811,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14208,company,4,N,0-4
20812,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14042,company,52,C,50-294
20813,male,28,household,0 >=0 >=0 >=0,E00171869,comp_14186,company,4,M,0-4
20815,male,28,household,1 >=0 2 0,E00183254,comp_14203,company,4,N,0-4
20817,male,28,household,0 0 2 0,E00183254,comp_14175,company,9,M,5-9
20819,male,28,household,0 0 2 0,E00183264,comp_14171,company,19,M,10-19
20821,male,28,household,0 0 2 0,E00183264,comp_14332,company,4,O,0-4
20822,male,28,household,0 0 2 0,E00183277,comp_14022,company,4,Other,0-4
20823,male,28,household,0 0 2 0,E00183278,comp_14214,company,4,N,0-4
20825,male,28,household,1 >=0 2 0,E00183289,comp_14004,company,4,Q,0-4
20829,male,28,household,>=2 >=0 2 0,E00183289,comp_13957,company,200,P,50-294
20838,female,29,household,0 0 1 0,E00062058,comp_14196,company,3,M,0-4
20839,female,29,household,0 0 2 0,E00062058,comp_11009,company,283,F,250+
20840,female,29,household,0 0 1 0,E00062061,comp_10915,company,4,Other,0-4
20841,female,29,household,1 >=0 1 0,E00062061,comp_14131,company,4,I,0-4
20842,female,29,household,0 0 1 0,E00062067,comp_10573,company,444,C,250+
20843,female,29,household,0 0 2 0,E00062069,comp_10560,company,20,Q,20-49
20844,female,29,household,1 >=0 2 0,E00062069,comp_10551,company,42,L,20-49
20845,female,29,household,0 0 1 0,E00062070,comp_10959,company,391,C,250+
20846,female,29,household,1 >=0 2 0,E00062070,comp_11110,company,4,H,0-4
20847,female,29,household,0 0 2 0,E00062309,comp_14181,company,4,M,0-4
20848,female,29,household,0 0 2 0,E00062310,comp_11094,company,4,G,0-4
20849,female,29,household,0 0 2 0,E00062311,comp_10959,company,391,C,250+
20850,female,29,household,>=2 >=0 2 0,E00062311,comp_10825,company,4,O,0-4
20851,female,29,household,0 0 1 0,E00062312,comp_10552,company,203,M,50-294
20852,female,29,household,0 0 2 0,E00062313,comp_10555,company,253,N,250+
20853,female,29,household,0 0 1 0,E00062314,comp_14468,company,130,F,50-294
20855,female,29,household,1 >=0 >=0 >=0,E00062315,comp_10853,company,317,P,250+
20856,female,29,household,0 0 2 0,E00062315,comp_10559,company,874,Q,250+
20857,female,29,household,0 0 2 0,E00062316,comp_14054,company,81,F,50-294
20858,female,29,household,0 0 1 0,E00062316,comp_14231,company,4,N,0-4
20859,female,29,household,0 0 1 0,E00062317,comp_10550,company,173,K,50-294
20860,female,29,household,0 0 2 0,E00062318,comp_11208,company,4,I,0-4
20861,female,29,household,0 0 1 0,E00062318,comp_10582,company,3,G,0-4
20862,female,29,household,0 0 2 0,E00062318,comp_11009,company,283,F,250+
20863,female,29,household,>=2 >=0 2 0,E00062319,comp_10853,company,317,P,250+
20864,female,29,household,0 0 1 0,E00062320,comp_14431,company,10,C,10-19
20865,female,29,household,0 0 2 0,E00062321,comp_10859,company,148,Q,50-294
20866,female,29,household,1 >=0 2 0,E00062321,comp_10853,company,317,P,250+
20867,female,29,household,0 0 2 0,E00062322,comp_10591,company,49,J,20-49
20868,female,29,household,>=2 >=0 2 0,E00062322,comp_10659,company,4,M,0-4
20869,female,29,household,0 0 2 0,E00062322,comp_10892,company,10,Q,10-19
20871,female,29,household,0 0 1 0,E00062323,comp_10683,company,4,M,0-4
20872,female,29,household,0 0 1 0,E00062324,comp_10580,company,341,F,250+
20873,female,29,household,0 0 1 0,E00062358,comp_10887,company,10,Q,10-19
20874,female,29,household,0 0 2 0,E00062358,comp_14403,company,144,Other,50-294
20875,female,29,household,0 0 1 0,E00062359,comp_11183,company,4,I,0-4
20876,female,29,household,0 0 2 0,E00062359,comp_10581,company,338,G,250+
20877,female,29,household,1 >=0 2 0,E00062363,comp_10747,company,4,N,0-4
20878,female,29,household,0 0 2 0,E00062363,comp_10558,company,385,P,250+
20879,female,29,household,0 0 1 0,E00062364,comp_10580,company,341,F,250+
20880,female,29,household,1 >=0 1 0,E00062365,comp_10946,company,4,Other,0-4
20882,female,29,household,0 0 1 0,E00062365,comp_11009,company,283,F,250+
20883,female,29,household,1 >=0 1 0,E00062366,comp_10949,company,4,Other,0-4
20884,female,29,household,1 >=0 1 0,E00062367,comp_10585,company,406,I,250+
20885,female,29,household,0 0 1 0,E00062367,comp_11080,company,4,G,0-4
20886,female,29,household,0 0 1 0,E00062368,comp_10864,company,20,Q,20-49
20887,female,29,household,0 0 2 0,E00062369,comp_11009,company,283,F,250+
20889,female,29,household,0 0 1 0,E00062371,comp_10959,company,391,C,250+
20890,female,29,household,>=2 >=0 2 0,E00062372,comp_14364,company,999,P,250+
20891,female,29,household,0 0 1 0,E00062372,comp_14054,company,81,F,50-294
20892,female,29,household,0 0 1 0,E00062375,comp_11138,company,4,I,0-4
20893,female,29,household,0 0 2 0,E00062376,comp_11154,company,4,I,0-4
20894,female,29,household,0 0 2 0,E00062377,comp_10555,company,253,N,250+
20895,female,29,household,0 0 1 0,E00062377,comp_11177,company,4,I,0-4
20896,female,29,household,0 0 2 0,E00062378,comp_11133,company,4,I,0-4
20897,female,29,household,0 0 2 0,E00104961,comp_13927,company,4,N,0-4
20898,female,29,household,0 0 1 0,E00104961,comp_14211,company,4,N,0-4
20900,female,29,household,1 >=0 2 0,E00104962,comp_14149,company,4,J,0-4
20901,female,29,household,0 >=0 >=0 >=0,E00104963,comp_13957,company,200,P,50-294
20902,female,29,household,0 0 2 0,E00104966,comp_14114,company,4,I,0-4
20903,female,29,household,0 >=0 >=0 >=0,E00105051,comp_14375,company,204,Q,50-294
20904,female,29,household,0 0 1 0,E00105051,comp_14020,company,4,Other,0-4
20906,female,29,household,0 0 1 0,E00105054,comp_14410,company,5,Other,5-9
20909,female,29,household,0 0 2 0,E00105059,comp_14103,company,4,I,0-4
20910,female,29,household,0 0 2 0,E00105077,comp_13972,company,4,Q,0-4
20911,female,29,household,0 0 1 0,E00105079,comp_13876,company,74,J,50-294
20912,female,29,household,0 0 1 0,E00105079,comp_13959,company,199,P,50-294
20913,female,29,household,0 0 2 0,E00105080,comp_14196,company,3,M,0-4
20917,female,29,household,0 0 1 0,E00105106,comp_14430,company,10,C,10-19
20919,female,29,household,1 >=0 2 0,E00105109,comp_14376,company,204,Q,50-294
20920,female,29,household,0 0 1 0,E00105109,comp_14511,company,34,H,20-49
20922,female,29,household,1 >=0 2 0,E00105183,comp_11106,company,320,H,250+
20923,female,29,household,0 0 2 0,E00105183,comp_14377,company,203,Q,50-294
20925,female,29,household,0 0 1 0,E00105184,comp_14512,company,34,H,20-49
20931,female,29,household,0 0 2 0,E00171834,comp_14380,company,20,Q,20-49
20933,female,29,household,0 0 2 0,E00171953,comp_14377,company,203,Q,50-294
20935,female,29,household,0 0 1 0,E00183247,comp_14400,company,4,Q,0-4
20937,female,29,household,>=2 >=0 2 0,E00183254,comp_14377,company,203,Q,50-294
20938,female,29,household,1 >=0 2 0,E00183254,comp_14403,company,144,Other,50-294
20939,female,29,household,0 0 2 0,E00183254,comp_14164,company,49,M,20-49
