person_id,person_sex,person_age,residence_type,residence_original_pattern,residence_geo_unit,venue_name,venue_type,Gender,NumberOfBoys,NumberOfGirls,NumberOfPupils,SchoolCapacity,StatutoryHighAge,StatutoryLowAge,is_residence
985,female,4,household,>=2 >=0 2 0,E00062309,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
986,female,4,household,>=2 >=0 1 0,E00062309,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
987,female,4,household,>=2 >=0 2 0,E00062311,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
988,female,4,household,1 >=0 1 0,E00062313,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
989,female,4,household,1 >=0 >=0 >=0,E00062314,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
990,female,4,household,>=2 >=0 2 0,E00062315,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
991,female,4,household,>=2 >=0 1 0,E00062316,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
992,female,4,household,1 >=0 1 0,E00062317,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
993,female,4,household,1 >=0 1 0,E00062318,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
994,female,4,household,1 >=0 2 0,E00062319,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
995,female,4,household,>=2 >=0 2 0,E00062321,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
996,female,4,household,>=2 >=0 >=0 >=0,E00062322,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
997,female,4,household,>=2 >=0 2 0,E00062322,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
998,female,4,household,>=2 >=0 1 0,E00062322,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
999,female,4,household,1 >=0 1 0,E00062323,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1000,female,4,household,>=2 >=0 2 0,E00062323,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1001,female,4,household,>=2 >=0 1 0,E00062323,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1002,female,4,household,>=2 >=0 2 0,E00062323,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1003,female,4,household,>=2 >=0 2 0,E00062324,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1004,female,4,household,>=2 >=0 2 0,E00062358,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1005,female,4,household,>=2 >=0 1 0,E00062358,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1006,female,4,household,>=2 >=0 2 0,E00062362,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1007,female,4,household,>=2 >=0 2 0,E00062362,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1008,female,4,household,>=2 >=0 1 0,E00062363,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1009,female,4,household,1 >=0 2 0,E00062363,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1010,female,4,household,>=2 >=0 1 0,E00062365,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1011,female,4,household,1 >=0 1 0,E00062365,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1012,female,4,household,>=2 >=0 1 0,E00062366,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1013,female,4,household,>=2 >=0 2 0,E00062367,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1014,female,4,household,>=2 >=0 1 0,E00062367,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1015,female,4,household,>=2 >=0 2 0,E00062368,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1016,female,4,household,>=2 >=0 1 0,E00062369,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1017,female,4,household,>=2 >=0 2 0,E00062369,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1018,female,4,household,>=2 >=0 2 0,E00062370,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1019,female,4,household,1 >=0 2 0,E00062372,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1020,female,4,household,>=2 >=0 2 0,E00062373,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1021,female,4,household,1 >=0 1 0,E00062374,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1022,female,4,household,1 >=0 1 0,E00062376,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1023,female,4,household,1 >=0 1 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1024,female,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1025,female,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1026,female,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1027,female,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1028,female,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1029,female,4,household,>=2 >=0 2 0,E00104960,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1039,female,4,household,>=2 >=0 2 0,E00105049,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1040,female,4,household,1 >=0 2 0,E00105049,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1041,female,4,household,0 0 2 0,E00105051,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1042,female,4,household,>=2 >=0 2 0,E00105051,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1043,female,4,household,1 >=0 2 0,E00105055,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1044,female,4,household,>=2 >=0 2 0,E00105056,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1045,female,4,household,>=2 >=0 2 0,E00105056,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1046,female,4,household,>=2 >=0 2 0,E00105056,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1047,female,4,household,1 >=0 >=0 >=0,E00105058,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1048,female,4,household,>=2 >=0 2 0,E00105058,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1049,female,4,household,>=2 >=0 2 0,E00105059,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1050,female,4,household,>=2 >=0 2 0,E00105059,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1051,female,4,household,>=2 >=0 2 0,E00105059,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1052,female,4,household,>=2 >=0 1 0,E00105077,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1053,female,4,household,>=2 >=0 >=0 >=0,E00105080,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1054,female,4,household,>=2 >=0 >=0 >=0,E00105101,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1055,female,4,household,1 >=0 2 0,E00105102,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1056,female,4,household,>=2 >=0 2 0,E00105102,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1057,female,4,household,>=2 >=0 2 0,E00105104,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1058,female,4,household,1 >=0 2 0,E00105104,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1059,female,4,household,>=2 >=0 2 0,E00105104,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1060,female,4,household,>=2 >=0 2 0,E00105106,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1061,female,4,household,>=2 >=0 2 0,E00105106,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1062,female,4,household,>=2 >=0 2 0,E00105106,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1063,female,4,household,>=2 >=0 2 0,E00105107,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1064,female,4,household,>=2 >=0 2 0,E00105107,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1065,female,4,household,1 >=0 1 0,E00105108,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1066,female,4,household,>=2 >=0 2 0,E00105108,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1067,female,4,household,1 >=0 2 0,E00105108,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1068,female,4,household,>=2 >=0 1 0,E00105109,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1069,female,4,household,>=2 >=0 2 0,E00105183,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1070,female,4,household,>=2 >=0 2 0,E00105183,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1071,female,4,household,1 >=0 1 0,E00105184,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1072,female,4,household,>=2 >=0 2 0,E00105186,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1073,female,4,household,>=2 >=0 2 0,E00171870,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1074,female,4,household,>=2 >=0 2 0,E00171870,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1075,female,4,household,1 >=0 2 0,E00171870,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1076,female,4,household,1 >=0 2 0,E00171953,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1077,female,4,household,>=2 >=0 2 0,E00171953,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1078,female,4,household,1 >=0 2 0,E00183236,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1079,female,4,household,>=2 >=0 2 0,E00183236,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1080,female,4,household,>=2 >=0 2 0,E00183236,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1081,female,4,household,>=2 >=0 2 0,E00183240,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1082,female,4,household,1 >=0 2 0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1083,female,4,household,>=2 >=0 2 0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1084,female,4,household,>=2 >=0 >=0 >=0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1085,female,4,household,>=2 >=0 1 0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1086,female,4,household,>=2 >=0 2 0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1087,female,4,household,>=2 >=0 2 0,E00183254,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1088,female,4,household,1 >=0 2 0,E00183264,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1089,female,4,household,>=2 >=0 2 0,E00183264,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1090,female,4,household,1 >=0 2 0,E00183273,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1091,female,4,household,>=2 >=0 2 0,E00183273,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1092,female,4,household,>=2 >=0 2 0,E00183277,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1093,female,4,household,>=2 >=0 2 0,E00183277,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1094,female,4,household,>=2 >=0 2 0,E00183277,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1095,female,4,household,>=2 >=0 2 0,E00183278,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1096,female,4,household,1 >=0 2 0,E00183278,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1097,female,4,household,1 >=0 2 0,E00183278,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1098,female,4,household,>=2 >=0 2 0,E00183278,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1099,female,4,household,>=2 >=0 2 0,E00183278,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1100,female,4,household,1 >=0 2 0,E00183278,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1101,female,4,household,1 >=0 2 0,E00183278,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1102,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1103,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1104,female,4,household,1 >=0 >=0 >=0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1105,female,4,household,>=2 >=0 1 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1106,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1107,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1108,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1109,female,4,household,>=2 >=0 1 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1110,female,4,household,>=2 >=0 2 0,E00183281,Durham High School,school,Girls,0.0,730.0,730.0,730.0,18.0,3.0,False
1111,female,4,household,1 >=0 2 0,E00183289,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1112,female,4,household,>=2 >=0 2 0,E00183289,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1113,female,4,household,1 >=0 2 0,E00183308,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1114,male,4,household,1 >=0 2 0,E00062061,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1115,male,4,household,>=2 >=0 2 0,E00062061,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1116,male,4,household,>=2 >=0 >=0 >=0,E00062061,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1117,male,4,household,>=2 >=0 1 0,E00062066,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1118,male,4,household,1 >=0 >=0 >=0,E00062069,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1119,male,4,household,>=2 >=0 2 0,E00062069,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1120,male,4,household,>=2 >=0 2 0,E00062070,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1121,male,4,household,>=2 >=0 2 0,E00062309,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1122,male,4,household,>=2 >=0 1 0,E00062309,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1123,male,4,household,>=2 >=0 >=0 >=0,E00062310,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1124,male,4,household,>=2 >=0 >=0 >=0,E00062310,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1125,male,4,household,>=2 >=0 2 0,E00062311,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1126,male,4,household,>=2 >=0 1 0,E00062313,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1127,male,4,household,1 >=0 1 0,E00062313,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1128,male,4,household,1 >=0 2 0,E00062314,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1129,male,4,household,>=2 >=0 2 0,E00062315,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1130,male,4,household,>=2 >=0 2 0,E00062317,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1131,male,4,household,>=2 >=0 2 0,E00062319,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1132,male,4,household,>=2 >=0 2 0,E00062319,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1133,male,4,household,>=2 >=0 1 0,E00062320,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1134,male,4,household,>=2 >=0 2 0,E00062321,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1135,male,4,household,>=2 >=0 2 0,E00062321,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1136,male,4,household,>=2 >=0 2 0,E00062321,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1137,male,4,household,>=2 >=0 1 0,E00062321,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1138,male,4,household,>=2 >=0 2 0,E00062321,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1139,male,4,household,1 >=0 2 0,E00062322,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1140,male,4,household,>=2 >=0 1 0,E00062322,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1141,male,4,household,>=2 >=0 2 0,E00062322,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1142,male,4,household,>=2 >=0 1 0,E00062323,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1143,male,4,household,1 >=0 2 0,E00062323,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1144,male,4,household,>=2 >=0 2 0,E00062323,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1145,male,4,household,>=2 >=0 >=0 >=0,E00062324,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1146,male,4,household,>=2 >=0 2 0,E00062324,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1147,male,4,household,>=2 >=0 1 0,E00062324,Borough Road Nursery School,school,Mixed,49.0,48.0,97.0,97.0,5.0,2.0,False
1148,male,4,household,>=2 >=0 2 0,E00062324,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1149,male,4,household,1 >=0 1 0,E00062359,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1150,male,4,household,>=2 >=0 1 0,E00062359,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1151,male,4,household,1 >=0 2 0,E00062360,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1152,male,4,household,1 >=0 2 0,E00062361,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1153,male,4,household,>=2 >=0 2 0,E00062362,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1154,male,4,household,1 >=0 2 0,E00062363,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1155,male,4,household,>=2 >=0 2 0,E00062365,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1156,male,4,household,1 >=0 2 0,E00062366,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1157,male,4,household,>=2 >=0 2 0,E00062367,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1158,male,4,household,>=2 >=0 1 0,E00062368,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1159,male,4,household,>=2 >=0 >=0 >=0,E00062370,George Dent Nursery School,school,Mixed,50.0,55.0,105.0,105.0,5.0,2.0,False
1160,male,4,household,>=2 >=0 1 0,E00062371,Corporation Road Community Primary School,school,Mixed,147.0,147.0,294.0,352.0,11.0,3.0,False
1161,male,4,household,>=2 >=0 1 0,E00062372,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1162,male,4,household,>=2 >=0 2 0,E00062373,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1163,male,4,household,>=2 >=0 2 0,E00062374,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1164,male,4,household,>=2 >=0 1 0,E00062376,Reid Street Primary School,school,Mixed,178.0,208.0,386.0,420.0,11.0,4.0,False
1165,male,4,household,>=2 >=0 2 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1166,male,4,household,>=2 >=0 1 0,E00104959,Neville's Cross Primary School and Nursery,school,Mixed,145.0,144.0,289.0,297.0,11.0,3.0,False
1179,male,4,household,>=2 >=0 2 0,E00105048,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1180,male,4,household,>=2 >=0 2 0,E00105049,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1181,male,4,household,0 0 2 0,E00105051,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1182,male,4,household,0 0 2 0,E00105051,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1183,male,4,household,>=2 >=0 2 0,E00105053,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1184,male,4,household,>=2 >=0 2 0,E00105055,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1185,male,4,household,>=2 >=0 2 0,E00105056,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1186,male,4,household,>=2 >=0 2 0,E00105056,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1187,male,4,household,>=2 >=0 2 0,E00105056,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1188,male,4,household,1 >=0 2 0,E00105056,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1189,male,4,household,>=2 >=0 2 0,E00105058,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1190,male,4,household,>=2 >=0 2 0,E00105059,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1191,male,4,household,>=2 >=0 1 0,E00105061,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1192,male,4,household,1 >=0 1 0,E00105077,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1193,male,4,household,>=2 >=0 2 0,E00105080,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1194,male,4,household,>=2 >=0 2 0,E00105102,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1195,male,4,household,1 >=0 1 0,E00105104,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1196,male,4,household,>=2 >=0 2 0,E00105104,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1197,male,4,household,1 >=0 2 0,E00105106,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
1198,male,4,household,>=2 >=0 2 0,E00105106,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1199,male,4,household,>=2 >=0 2 0,E00105107,St Margaret's Church of England Primary School,school,Mixed,179.0,223.0,402.0,420.0,11.0,4.0,False
1200,male,4,household,>=2 >=0 1 0,E00105107,Durham Cathedral Schools Foundation,school,Mixed,460.0,280.0,740.0,847.0,18.0,3.0,False
